time,salePrice
07:30,164.12
07:31,164.165
07:32,164.085
07:33,163.72
07:34,164.03
07:35,164.3
07:36,164.35
07:37,164.5
07:38,164.96
07:39,165.115
07:40,165.28
07:41,165.42
07:42,165.13
07:43,164.745
07:44,164.715
07:45,164.55
07:46,164.24
07:47,164.395
07:48,164.09
07:49,164.035
07:50,164.06
07:51,164.04
07:52,164.24
07:53,164.16
07:54,163.91
07:55,163.78
07:56,163.87
07:57,164.015
07:58,163.955
07:59,163.75
08:00,163.595
08:01,163.55
08:02,163.67
08:03,163.96
08:04,164.07
08:05,164.27
08:06,164.11
08:07,163.9
08:08,164.085
08:09,164.065
08:10,164.22
08:11,164.37
08:12,164.41
08:13,164.17
08:14,164.08
08:15,164.08
08:16,163.98
08:17,164.005
08:18,163.92
08:19,163.94
08:20,164.03
08:21,163.63
08:22,163.515
08:23,163.665
08:24,163.74
08:25,163.14
08:26,163.46
08:27,163.4
08:28,163.345
08:29,163.605
08:30,163.45
08:31,163.675
08:32,163.66
08:33,163.7
08:34,163.45
08:35,163.64
08:36,163.45
08:37,163.34
08:38,163.24
08:39,163.145
08:40,163.1
08:41,163.34
08:42,163.31
08:43,163.155
08:44,163.155
08:45,163.295
08:46,163.4
08:47,163.3
08:48,163.38
08:49,163.26
08:50,163.35
08:51,163.16
08:52,163.3
08:53,163.16
08:54,162.95
08:55,163.075
08:56,163.275
08:57,163.355
08:58,163.405
08:59,163.35
09:00,163.16
09:01,163.295
09:02,162.955
09:03,162.88
09:04,162.9
09:05,162.85
09:06,162.7
09:07,162.63
09:08,162.44
09:09,162.38
09:10,162.56
09:11,162.495
09:12,162.435
09:13,162.52
09:14,162.615
09:15,162.71
09:16,162.665
09:17,162.76
09:18,162.795
09:19,162.89
09:20,162.81
09:21,162.89
09:22,162.895
09:23,162.9
09:24,162.91
09:25,162.935
09:26,162.935
09:27,163.09
09:28,163.135
09:29,163.165
09:30,163.08
09:31,163.025
09:32,162.81
09:33,162.805
09:34,162.805
09:35,162.935
09:36,163.0
09:37,162.945
09:38,163.135
09:39,163.05
09:40,162.75
09:41,162.69
09:42,162.635
09:43,162.845
09:44,162.69
09:45,163.08
09:46,163.105
09:47,163.26
09:48,163.34
09:49,163.325
09:50,163.14
09:51,163.12
09:52,163.24
09:53,163.04
09:54,163.015
09:55,163.07
09:56,163.05
09:57,163.105
09:58,163.1
09:59,163.0
10:00,162.92
10:01,163.14
10:02,163.11
10:03,163.395
10:04,163.3
10:05,163.485
10:06,163.295
10:07,163.395
10:08,163.215
10:09,163.17
10:10,163.115
10:11,163.09
10:12,163.125
10:13,163.36
10:14,163.265
10:15,163.26
10:16,163.155
10:17,163.22
10:18,163.21
10:19,163.16
10:20,163.12
10:21,163.11
10:22,163.065
10:23,163.09
10:24,163.18
10:25,163.275
10:26,163.05
10:27,163.185
10:28,163.045
10:29,163.0
10:30,162.81
10:31,163.015
10:32,162.91
10:33,162.925
10:34,162.955
10:35,162.975
10:36,162.925
10:37,162.925
10:38,162.99
10:39,162.885
10:40,163.01
10:41,162.98
10:42,162.965
10:43,162.97
10:44,162.9
10:45,163.105
10:46,163.09
10:47,163.08
