time,salePrice
08:29:55,156.37
08:30:54,156.07
08:31:40,156.3
08:32:50,156.165
08:33:46,156.15
08:34:42,156.04
08:36:02,155.705
08:36:55,155.73
08:38:01,155.42
08:38:59,155.15
08:40:00,155.51
08:41:04,155.46
08:41:15,155.675
08:42:56,155.77
08:44:04,155.57
08:44:47,155.315
08:45:43,155.23
08:46:57,155.0
08:48:05,155.02
08:49:03,155.24
08:50:05,154.99
08:50:59,155.05
08:52:05,155.09
08:52:54,155.0
08:53:57,155.01
08:55:05,155.105
08:55:46,155.46
08:57:02,155.605
08:57:26,155.525
08:58:59,155.6
09:00:07,155.66
09:01:09,155.725
09:01:57,155.43
09:03:10,155.67
09:03:17,155.69
09:04:58,155.85
09:06:08,155.99
09:07:10,156.05
09:08:05,156.275
09:09:09,156.41
09:10:11,156.395
09:10:11,156.395
09:11:54,156.47
09:13:06,156.76
09:13:06,156.76
09:15:15,156.635
09:16:08,156.85
09:17:06,156.97
09:17:54,157.11
09:18:50,156.83
09:19:47,156.9
09:21:09,156.85
09:21:30,156.71
09:22:55,156.69
09:23:49,156.47
09:25:18,156.37
09:26:17,156.265
09:26:41,156.54
09:27:37,156.515
09:28:38,156.185
09:30:12,156.21
09:31:12,156.1
09:31:31,156.11
09:32:50,156.025
09:33:54,156.12
09:35:17,156.575
09:35:24,156.58
09:35:24,156.58
09:38:15,156.565
09:38:15,156.565
09:40:05,156.325
09:41:12,156.235
09:42:12,156.215
09:43:06,156.15
09:43:53,156.085
09:45:03,156.205
09:46:19,156.195
09:47:04,155.965
09:48:02,156.205
09:48:02,156.205
09:49:55,156.15
09:50:26,156.23
09:52:13,156.28
09:53:12,156.345
09:54:12,156.58
09:55:19,156.595
09:56:24,156.675
09:57:20,156.425
09:58:21,156.375
09:59:27,156.005
10:00:16,156.06
10:01:08,155.89
10:02:24,155.9
10:03:06,155.97
10:04:17,155.89
10:05:26,155.87
10:06:26,155.77
10:07:22,155.615
10:08:29,155.69
10:09:29,155.67
10:10:23,155.69
10:11:27,155.695
10:12:30,155.7
10:13:27,155.605
10:14:31,155.46
10:15:25,155.625
10:16:30,155.45
10:17:09,155.5
10:18:26,155.53
10:19:32,155.615
10:20:32,155.51
10:21:25,155.4
10:22:22,155.405
10:23:05,155.45
10:24:27,155.83
10:25:26,155.82
10:26:33,155.77
10:27:33,155.57
10:28:10,155.61
10:29:22,155.655
10:30:30,155.39
10:31:35,155.78
10:32:35,155.9
10:33:09,155.79
10:34:33,155.925
10:35:30,155.775
10:36:34,156.24
10:37:37,156.33
10:38:30,156.35
10:39:24,156.33
10:40:36,156.38
10:41:38,156.35
10:42:13,156.34
10:43:34,156.46
10:44:30,156.485
10:45:22,156.415
10:46:39,156.4
10:47:30,156.285
10:48:39,155.9
10:49:38,156.01
10:50:25,155.91
10:51:35,155.9
10:52:40,156.08
10:53:31,156.19
10:54:15,156.225
10:55:30,155.99
10:56:12,156.09
10:57:19,156.05
10:58:07,155.93
10:58:45,156.015
11:00:36,156.135
11:01:35,156.64
11:02:28,156.77
11:03:30,156.775
11:04:42,156.79
11:05:15,156.695
11:06:33,156.635
11:07:15,156.635
11:07:56,156.47
11:07:56,156.47
11:07:56,156.47
11:07:56,156.47
11:12:43,156.285
11:13:44,156.31
11:14:43,156.17
11:15:38,156.16
11:16:32,156.04
11:17:42,156.39
11:18:45,156.36
11:19:03,156.38
11:20:18,156.44
11:21:39,156.445
11:22:44,156.45
11:23:38,156.48
11:23:49,156.54
11:25:30,156.56
11:26:35,156.23
11:27:33,156.56
11:28:48,156.41
11:29:22,156.02
11:30:06,156.0
11:31:40,156.205
11:32:40,156.36
11:33:43,156.76
11:34:09,156.945
11:35:37,156.86
11:36:48,156.82
11:37:30,156.765
11:38:45,156.895
11:39:50,157.05
11:40:44,157.15
11:41:51,157.52
11:42:45,157.26
11:43:46,157.04
11:44:50,157.055
11:45:09,157.06
11:46:48,157.04
11:47:36,156.825
11:48:49,156.97
11:49:53,157.21
11:50:29,157.07
11:51:35,157.03
11:52:47,157.11
11:53:51,157.06
11:54:50,156.925
11:55:54,157.25
11:56:53,156.94
11:57:46,156.91
11:58:52,156.93
11:59:38,157.0
12:00:55,156.82
12:01:36,156.905
12:02:54,157.04
12:03:29,156.91
12:04:07,156.94
12:05:55,156.765
12:06:21,156.805
12:07:43,156.93
12:08:17,156.97
12:09:41,156.85
12:10:56,156.915
12:11:58,157.005
12:12:41,157.02
12:13:52,157.07
12:14:54,157.155
12:15:45,157.32
12:16:34,157.46
12:17:57,157.215
12:18:45,157.44
12:19:49,157.425
12:20:38,157.45
12:21:46,157.195
12:22:36,157.3
12:23:23,157.45
12:24:21,157.44
12:25:53,157.39
12:26:56,157.67
12:27:14,157.67
12:28:59,157.275
12:29:08,157.325
12:30:59,157.44
12:31:40,157.51
12:32:49,157.715
12:34:03,158.01
12:34:35,157.985
12:34:35,157.985
12:36:57,157.995
12:38:04,157.805
12:38:56,157.84
12:39:52,157.88
12:41:10,157.89
12:41:26,157.775
12:43:04,157.62
12:43:20,157.635
12:45:06,157.43
12:45:47,157.5
12:46:19,157.545
12:46:19,157.545
12:49:04,157.67
12:50:12,157.69
12:50:48,157.725
12:52:14,158.065
12:53:13,158.06
12:53:54,157.94
12:55:16,158.01
12:56:15,158.04
12:57:04,158.24
12:58:18,158.44
12:59:06,158.46
13:00:19,158.66
13:01:11,158.785
13:02:21,158.62
13:03:10,158.9
13:04:02,158.97
13:05:10,159.06
13:06:03,158.88
13:06:52,159.0
13:08:23,159.11
13:08:41,159.38
13:10:22,159.405
13:10:51,159.585
13:12:24,159.41
13:13:17,159.44
13:14:16,159.14
13:15:29,158.87
13:16:27,158.88
13:17:24,159.0
13:18:11,159.01
13:19:04,159.26
13:20:19,159.09
13:21:29,159.23
13:22:29,159.025
13:23:33,159.095
13:24:32,159.34
13:25:24,159.605
13:26:30,159.74
13:27:26,159.87
13:28:33,159.58
13:29:24,159.58
13:30:27,159.35
13:31:30,159.255
13:32:29,159.225
13:33:26,159.12
13:34:30,159.055
13:35:24,159.27
13:36:35,159.305
13:37:38,159.18
13:38:27,159.155
13:39:41,159.06
13:40:41,158.945
13:41:42,158.68
13:42:30,158.66
13:43:43,158.66
13:44:40,158.91
13:45:46,158.86
13:46:39,158.525
13:47:44,158.615
13:48:45,157.98
13:49:51,157.98
13:50:39,156.89
13:51:46,156.67
13:52:51,156.34
13:53:53,156.755
13:54:54,156.72
13:55:49,157.33
13:56:53,157.05
13:57:56,156.89
13:58:54,157.1
13:59:54,156.84
